,State,City,Month,Day,Year,AvgTemperature,county_name,date
9131,Alabama,Birmingham,1,1,2020,44.4,Jefferson,2020-1-1
9132,Alabama,Birmingham,1,2,2020,51.3,Jefferson,2020-1-2
9133,Alabama,Birmingham,1,3,2020,60.4,Jefferson,2020-1-3
9134,Alabama,Birmingham,1,4,2020,54.6,Jefferson,2020-1-4
9135,Alabama,Birmingham,1,5,2020,40.9,Jefferson,2020-1-5
9136,Alabama,Birmingham,1,6,2020,49.5,Jefferson,2020-1-6
9137,Alabama,Birmingham,1,7,2020,54.7,Jefferson,2020-1-7
9138,Alabama,Birmingham,1,8,2020,44.9,Jefferson,2020-1-8
9139,Alabama,Birmingham,1,9,2020,47.9,Jefferson,2020-1-9
9140,Alabama,Birmingham,1,10,2020,64.2,Jefferson,2020-1-10
9141,Alabama,Birmingham,1,11,2020,68.0,Jefferson,2020-1-11
9142,Alabama,Birmingham,1,12,2020,55.6,Jefferson,2020-1-12
9143,Alabama,Birmingham,1,13,2020,60.4,Jefferson,2020-1-13
9144,Alabama,Birmingham,1,14,2020,64.4,Jefferson,2020-1-14
9145,Alabama,Birmingham,1,15,2020,63.0,Jefferson,2020-1-15
9146,Alabama,Birmingham,1,16,2020,61.9,Jefferson,2020-1-16
9147,Alabama,Birmingham,1,17,2020,53.9,Jefferson,2020-1-17
9148,Alabama,Birmingham,1,18,2020,53.9,Jefferson,2020-1-18
9149,Alabama,Birmingham,1,19,2020,47.5,Jefferson,2020-1-19
9150,Alabama,Birmingham,1,20,2020,31.0,Jefferson,2020-1-20
9151,Alabama,Birmingham,1,21,2020,28.9,Jefferson,2020-1-21
9152,Alabama,Birmingham,1,22,2020,35.4,Jefferson,2020-1-22
9153,Alabama,Birmingham,1,23,2020,43.0,Jefferson,2020-1-23
9154,Alabama,Birmingham,1,24,2020,51.3,Jefferson,2020-1-24
9155,Alabama,Birmingham,1,25,2020,41.8,Jefferson,2020-1-25
9156,Alabama,Birmingham,1,26,2020,42.8,Jefferson,2020-1-26
9157,Alabama,Birmingham,1,27,2020,49.7,Jefferson,2020-1-27
9158,Alabama,Birmingham,1,28,2020,40.9,Jefferson,2020-1-28
9159,Alabama,Birmingham,1,29,2020,51.3,Jefferson,2020-1-29
9160,Alabama,Birmingham,1,30,2020,47.8,Jefferson,2020-1-30
9161,Alabama,Birmingham,1,31,2020,50.0,Jefferson,2020-1-31
9162,Alabama,Birmingham,2,1,2020,47.7,Jefferson,2020-2-1
9163,Alabama,Birmingham,2,2,2020,47.9,Jefferson,2020-2-2
9164,Alabama,Birmingham,2,3,2020,59.8,Jefferson,2020-2-3
9165,Alabama,Birmingham,2,4,2020,63.8,Jefferson,2020-2-4
9166,Alabama,Birmingham,2,5,2020,66.8,Jefferson,2020-2-5
9167,Alabama,Birmingham,2,6,2020,58.2,Jefferson,2020-2-6
9168,Alabama,Birmingham,2,7,2020,40.6,Jefferson,2020-2-7
9169,Alabama,Birmingham,2,8,2020,45.8,Jefferson,2020-2-8
9170,Alabama,Birmingham,2,9,2020,46.6,Jefferson,2020-2-9
9171,Alabama,Birmingham,2,10,2020,57.5,Jefferson,2020-2-10
9172,Alabama,Birmingham,2,11,2020,59.3,Jefferson,2020-2-11
9173,Alabama,Birmingham,2,12,2020,58.1,Jefferson,2020-2-12
9174,Alabama,Birmingham,2,13,2020,57.7,Jefferson,2020-2-13
9175,Alabama,Birmingham,2,14,2020,40.1,Jefferson,2020-2-14
9176,Alabama,Birmingham,2,15,2020,40.9,Jefferson,2020-2-15
9177,Alabama,Birmingham,2,16,2020,51.1,Jefferson,2020-2-16
9178,Alabama,Birmingham,2,17,2020,50.8,Jefferson,2020-2-17
9179,Alabama,Birmingham,2,18,2020,60.1,Jefferson,2020-2-18
9180,Alabama,Birmingham,2,19,2020,53.2,Jefferson,2020-2-19
9181,Alabama,Birmingham,2,20,2020,47.3,Jefferson,2020-2-20
9182,Alabama,Birmingham,2,21,2020,37.7,Jefferson,2020-2-21
9183,Alabama,Birmingham,2,22,2020,39.2,Jefferson,2020-2-22
9184,Alabama,Birmingham,2,23,2020,45.7,Jefferson,2020-2-23
9185,Alabama,Birmingham,2,24,2020,49.1,Jefferson,2020-2-24
9186,Alabama,Birmingham,2,25,2020,57.5,Jefferson,2020-2-25
9187,Alabama,Birmingham,2,26,2020,47.2,Jefferson,2020-2-26
9188,Alabama,Birmingham,2,27,2020,40.1,Jefferson,2020-2-27
9189,Alabama,Birmingham,2,28,2020,42.4,Jefferson,2020-2-28
9190,Alabama,Birmingham,2,29,2020,47.2,Jefferson,2020-2-29
9191,Alabama,Birmingham,3,1,2020,51.6,Jefferson,2020-3-1
9192,Alabama,Birmingham,3,2,2020,57.5,Jefferson,2020-3-2
9193,Alabama,Birmingham,3,3,2020,66.0,Jefferson,2020-3-3
9194,Alabama,Birmingham,3,4,2020,57.9,Jefferson,2020-3-4
9195,Alabama,Birmingham,3,5,2020,52.9,Jefferson,2020-3-5
9196,Alabama,Birmingham,3,6,2020,50.4,Jefferson,2020-3-6
9197,Alabama,Birmingham,3,7,2020,45.3,Jefferson,2020-3-7
9198,Alabama,Birmingham,3,8,2020,51.8,Jefferson,2020-3-8
9199,Alabama,Birmingham,3,9,2020,59.4,Jefferson,2020-3-9
9200,Alabama,Birmingham,3,10,2020,64.6,Jefferson,2020-3-10
9201,Alabama,Birmingham,3,11,2020,64.7,Jefferson,2020-3-11
9202,Alabama,Birmingham,3,12,2020,68.7,Jefferson,2020-3-12
9203,Alabama,Birmingham,3,13,2020,67.3,Jefferson,2020-3-13
9204,Alabama,Birmingham,3,14,2020,65.7,Jefferson,2020-3-14
9205,Alabama,Birmingham,3,15,2020,63.7,Jefferson,2020-3-15
9206,Alabama,Birmingham,3,16,2020,58.9,Jefferson,2020-3-16
9207,Alabama,Birmingham,3,17,2020,67.2,Jefferson,2020-3-17
9208,Alabama,Birmingham,3,18,2020,69.2,Jefferson,2020-3-18
9209,Alabama,Birmingham,3,19,2020,72.8,Jefferson,2020-3-19
9210,Alabama,Birmingham,3,20,2020,72.2,Jefferson,2020-3-20
9211,Alabama,Birmingham,3,21,2020,60.3,Jefferson,2020-3-21
9212,Alabama,Birmingham,3,22,2020,53.4,Jefferson,2020-3-22
9213,Alabama,Birmingham,3,23,2020,65.1,Jefferson,2020-3-23
9214,Alabama,Birmingham,3,24,2020,68.7,Jefferson,2020-3-24
9215,Alabama,Birmingham,3,25,2020,67.4,Jefferson,2020-3-25
9216,Alabama,Birmingham,3,26,2020,65.8,Jefferson,2020-3-26
9217,Alabama,Birmingham,3,27,2020,75.2,Jefferson,2020-3-27
9218,Alabama,Birmingham,3,28,2020,75.2,Jefferson,2020-3-28
9219,Alabama,Birmingham,3,29,2020,72.6,Jefferson,2020-3-29
9220,Alabama,Birmingham,3,30,2020,66.0,Jefferson,2020-3-30
9221,Alabama,Birmingham,3,31,2020,57.4,Jefferson,2020-3-31
9222,Alabama,Birmingham,4,1,2020,52.5,Jefferson,2020-4-1
9223,Alabama,Birmingham,4,2,2020,56.3,Jefferson,2020-4-2
9224,Alabama,Birmingham,4,3,2020,60.6,Jefferson,2020-4-3
9225,Alabama,Birmingham,4,4,2020,65.1,Jefferson,2020-4-4
9226,Alabama,Birmingham,4,5,2020,69.8,Jefferson,2020-4-5
9227,Alabama,Birmingham,4,6,2020,69.8,Jefferson,2020-4-6
9228,Alabama,Birmingham,4,7,2020,67.8,Jefferson,2020-4-7
9229,Alabama,Birmingham,4,8,2020,70.3,Jefferson,2020-4-8
9230,Alabama,Birmingham,4,9,2020,70.6,Jefferson,2020-4-9
9231,Alabama,Birmingham,4,10,2020,58.1,Jefferson,2020-4-10
9232,Alabama,Birmingham,4,11,2020,54.0,Jefferson,2020-4-11
9233,Alabama,Birmingham,4,12,2020,63.0,Jefferson,2020-4-12
9234,Alabama,Birmingham,4,13,2020,63.0,Jefferson,2020-4-13
9235,Alabama,Birmingham,4,14,2020,53.2,Jefferson,2020-4-14
9236,Alabama,Birmingham,4,15,2020,49.5,Jefferson,2020-4-15
9237,Alabama,Birmingham,4,16,2020,52.6,Jefferson,2020-4-16
9238,Alabama,Birmingham,4,17,2020,61.3,Jefferson,2020-4-17
9239,Alabama,Birmingham,4,18,2020,62.4,Jefferson,2020-4-18
9240,Alabama,Birmingham,4,19,2020,54.8,Jefferson,2020-4-19
9241,Alabama,Birmingham,4,20,2020,62.9,Jefferson,2020-4-20
9242,Alabama,Birmingham,4,21,2020,62.3,Jefferson,2020-4-21
9243,Alabama,Birmingham,4,22,2020,58.2,Jefferson,2020-4-22
9244,Alabama,Birmingham,4,23,2020,61.6,Jefferson,2020-4-23
9245,Alabama,Birmingham,4,24,2020,65.6,Jefferson,2020-4-24
9246,Alabama,Birmingham,4,25,2020,67.1,Jefferson,2020-4-25
9247,Alabama,Birmingham,4,26,2020,60.8,Jefferson,2020-4-26
9248,Alabama,Birmingham,4,27,2020,57.6,Jefferson,2020-4-27
9249,Alabama,Birmingham,4,28,2020,64.9,Jefferson,2020-4-28
9250,Alabama,Birmingham,4,29,2020,68.5,Jefferson,2020-4-29
9251,Alabama,Birmingham,4,30,2020,61.2,Jefferson,2020-4-30
9252,Alabama,Birmingham,5,1,2020,61.7,Jefferson,2020-5-1
9253,Alabama,Birmingham,5,2,2020,67.4,Jefferson,2020-5-2
9254,Alabama,Birmingham,5,3,2020,73.0,Jefferson,2020-5-3
9255,Alabama,Birmingham,5,4,2020,75.0,Jefferson,2020-5-4
9256,Alabama,Birmingham,5,5,2020,73.9,Jefferson,2020-5-5
9257,Alabama,Birmingham,5,6,2020,65.0,Jefferson,2020-5-6
9258,Alabama,Birmingham,5,7,2020,55.8,Jefferson,2020-5-7
9259,Alabama,Birmingham,5,8,2020,58.1,Jefferson,2020-5-8
9260,Alabama,Birmingham,5,9,2020,54.4,Jefferson,2020-5-9
9261,Alabama,Birmingham,5,10,2020,57.1,Jefferson,2020-5-10
9262,Alabama,Birmingham,5,11,2020,59.5,Jefferson,2020-5-11
9263,Alabama,Birmingham,5,12,2020,61.6,Jefferson,2020-5-12
9264,Alabama,Birmingham,5,13,2020,64.7,Jefferson,2020-5-13
18396,Alabama,Huntsville,1,1,2020,40.8,Madison,2020-1-1
18397,Alabama,Huntsville,1,2,2020,47.9,Madison,2020-1-2
18398,Alabama,Huntsville,1,3,2020,54.9,Madison,2020-1-3
18399,Alabama,Huntsville,1,4,2020,50.2,Madison,2020-1-4
18400,Alabama,Huntsville,1,5,2020,38.8,Madison,2020-1-5
18401,Alabama,Huntsville,1,6,2020,45.1,Madison,2020-1-6
18402,Alabama,Huntsville,1,7,2020,50.8,Madison,2020-1-7
18403,Alabama,Huntsville,1,8,2020,42.7,Madison,2020-1-8
18404,Alabama,Huntsville,1,9,2020,45.9,Madison,2020-1-9
18405,Alabama,Huntsville,1,10,2020,60.1,Madison,2020-1-10
18406,Alabama,Huntsville,1,11,2020,65.5,Madison,2020-1-11
18407,Alabama,Huntsville,1,12,2020,51.8,Madison,2020-1-12
18408,Alabama,Huntsville,1,13,2020,50.7,Madison,2020-1-13
18409,Alabama,Huntsville,1,14,2020,60.3,Madison,2020-1-14
18410,Alabama,Huntsville,1,15,2020,62.7,Madison,2020-1-15
18411,Alabama,Huntsville,1,16,2020,56.6,Madison,2020-1-16
18412,Alabama,Huntsville,1,17,2020,45.9,Madison,2020-1-17
18413,Alabama,Huntsville,1,18,2020,51.6,Madison,2020-1-18
18414,Alabama,Huntsville,1,19,2020,42.3,Madison,2020-1-19
18415,Alabama,Huntsville,1,20,2020,26.3,Madison,2020-1-20
18416,Alabama,Huntsville,1,21,2020,27.2,Madison,2020-1-21
18417,Alabama,Huntsville,1,22,2020,32.0,Madison,2020-1-22
18418,Alabama,Huntsville,1,23,2020,41.6,Madison,2020-1-23
18419,Alabama,Huntsville,1,24,2020,47.3,Madison,2020-1-24
18420,Alabama,Huntsville,1,25,2020,39.9,Madison,2020-1-25
18421,Alabama,Huntsville,1,26,2020,37.3,Madison,2020-1-26
18422,Alabama,Huntsville,1,27,2020,48.1,Madison,2020-1-27
18423,Alabama,Huntsville,1,28,2020,41.2,Madison,2020-1-28
18424,Alabama,Huntsville,1,29,2020,47.3,Madison,2020-1-29
18425,Alabama,Huntsville,1,30,2020,47.9,Madison,2020-1-30
18426,Alabama,Huntsville,1,31,2020,48.9,Madison,2020-1-31
18427,Alabama,Huntsville,2,1,2020,45.8,Madison,2020-2-1
18428,Alabama,Huntsville,2,2,2020,45.6,Madison,2020-2-2
18429,Alabama,Huntsville,2,3,2020,53.2,Madison,2020-2-3
18430,Alabama,Huntsville,2,4,2020,60.9,Madison,2020-2-4
18431,Alabama,Huntsville,2,5,2020,64.5,Madison,2020-2-5
18432,Alabama,Huntsville,2,6,2020,55.3,Madison,2020-2-6
18433,Alabama,Huntsville,2,7,2020,37.0,Madison,2020-2-7
18434,Alabama,Huntsville,2,8,2020,40.8,Madison,2020-2-8
18435,Alabama,Huntsville,2,9,2020,44.4,Madison,2020-2-9
18436,Alabama,Huntsville,2,10,2020,53.0,Madison,2020-2-10
18437,Alabama,Huntsville,2,11,2020,55.8,Madison,2020-2-11
18438,Alabama,Huntsville,2,12,2020,49.9,Madison,2020-2-12
18439,Alabama,Huntsville,2,13,2020,53.0,Madison,2020-2-13
18440,Alabama,Huntsville,2,14,2020,34.4,Madison,2020-2-14
18441,Alabama,Huntsville,2,15,2020,35.4,Madison,2020-2-15
18442,Alabama,Huntsville,2,16,2020,48.7,Madison,2020-2-16
18443,Alabama,Huntsville,2,17,2020,47.1,Madison,2020-2-17
18444,Alabama,Huntsville,2,18,2020,56.8,Madison,2020-2-18
18445,Alabama,Huntsville,2,19,2020,47.2,Madison,2020-2-19
18446,Alabama,Huntsville,2,20,2020,42.5,Madison,2020-2-20
18447,Alabama,Huntsville,2,21,2020,34.3,Madison,2020-2-21
18448,Alabama,Huntsville,2,22,2020,36.4,Madison,2020-2-22
18449,Alabama,Huntsville,2,23,2020,43.8,Madison,2020-2-23
18450,Alabama,Huntsville,2,24,2020,47.2,Madison,2020-2-24
18451,Alabama,Huntsville,2,25,2020,53.8,Madison,2020-2-25
18452,Alabama,Huntsville,2,26,2020,46.4,Madison,2020-2-26
18453,Alabama,Huntsville,2,27,2020,37.2,Madison,2020-2-27
18454,Alabama,Huntsville,2,28,2020,41.6,Madison,2020-2-28
18455,Alabama,Huntsville,2,29,2020,43.6,Madison,2020-2-29
18456,Alabama,Huntsville,3,1,2020,47.2,Madison,2020-3-1
18457,Alabama,Huntsville,3,2,2020,55.7,Madison,2020-3-2
18458,Alabama,Huntsville,3,3,2020,63.3,Madison,2020-3-3
18459,Alabama,Huntsville,3,4,2020,57.0,Madison,2020-3-4
18460,Alabama,Huntsville,3,5,2020,52.7,Madison,2020-3-5
18461,Alabama,Huntsville,3,6,2020,49.0,Madison,2020-3-6
18462,Alabama,Huntsville,3,7,2020,43.1,Madison,2020-3-7
18463,Alabama,Huntsville,3,8,2020,48.7,Madison,2020-3-8
18464,Alabama,Huntsville,3,9,2020,54.9,Madison,2020-3-9
18465,Alabama,Huntsville,3,10,2020,62.7,Madison,2020-3-10
18466,Alabama,Huntsville,3,11,2020,60.3,Madison,2020-3-11
18467,Alabama,Huntsville,3,12,2020,63.2,Madison,2020-3-12
18468,Alabama,Huntsville,3,13,2020,63.7,Madison,2020-3-13
18469,Alabama,Huntsville,3,14,2020,56.6,Madison,2020-3-14
18470,Alabama,Huntsville,3,15,2020,54.2,Madison,2020-3-15
18471,Alabama,Huntsville,3,16,2020,48.7,Madison,2020-3-16
18472,Alabama,Huntsville,3,17,2020,60.5,Madison,2020-3-17
18473,Alabama,Huntsville,3,18,2020,61.8,Madison,2020-3-18
18474,Alabama,Huntsville,3,19,2020,69.1,Madison,2020-3-19
18475,Alabama,Huntsville,3,20,2020,69.3,Madison,2020-3-20
18476,Alabama,Huntsville,3,21,2020,54.1,Madison,2020-3-21
18477,Alabama,Huntsville,3,22,2020,50.3,Madison,2020-3-22
18478,Alabama,Huntsville,3,23,2020,62.0,Madison,2020-3-23
18479,Alabama,Huntsville,3,24,2020,62.5,Madison,2020-3-24
18480,Alabama,Huntsville,3,25,2020,60.0,Madison,2020-3-25
18481,Alabama,Huntsville,3,26,2020,60.8,Madison,2020-3-26
18482,Alabama,Huntsville,3,27,2020,72.9,Madison,2020-3-27
18483,Alabama,Huntsville,3,28,2020,73.7,Madison,2020-3-28
18484,Alabama,Huntsville,3,29,2020,70.6,Madison,2020-3-29
18485,Alabama,Huntsville,3,30,2020,60.3,Madison,2020-3-30
18486,Alabama,Huntsville,3,31,2020,53.3,Madison,2020-3-31
18487,Alabama,Huntsville,4,1,2020,49.1,Madison,2020-4-1
18488,Alabama,Huntsville,4,2,2020,52.3,Madison,2020-4-2
18489,Alabama,Huntsville,4,3,2020,57.8,Madison,2020-4-3
18490,Alabama,Huntsville,4,4,2020,66.2,Madison,2020-4-4
18491,Alabama,Huntsville,4,5,2020,67.8,Madison,2020-4-5
18492,Alabama,Huntsville,4,6,2020,66.8,Madison,2020-4-6
18493,Alabama,Huntsville,4,7,2020,67.8,Madison,2020-4-7
18494,Alabama,Huntsville,4,8,2020,68.8,Madison,2020-4-8
18495,Alabama,Huntsville,4,9,2020,66.5,Madison,2020-4-9
18496,Alabama,Huntsville,4,10,2020,54.1,Madison,2020-4-10
18497,Alabama,Huntsville,4,11,2020,51.8,Madison,2020-4-11
18498,Alabama,Huntsville,4,12,2020,58.1,Madison,2020-4-12
18499,Alabama,Huntsville,4,13,2020,58.6,Madison,2020-4-13
18500,Alabama,Huntsville,4,14,2020,48.1,Madison,2020-4-14
18501,Alabama,Huntsville,4,15,2020,46.4,Madison,2020-4-15
18502,Alabama,Huntsville,4,16,2020,51.0,Madison,2020-4-16
18503,Alabama,Huntsville,4,17,2020,59.3,Madison,2020-4-17
18504,Alabama,Huntsville,4,18,2020,57.3,Madison,2020-4-18
18505,Alabama,Huntsville,4,19,2020,53.4,Madison,2020-4-19
18506,Alabama,Huntsville,4,20,2020,60.4,Madison,2020-4-20
18507,Alabama,Huntsville,4,21,2020,62.6,Madison,2020-4-21
18508,Alabama,Huntsville,4,22,2020,57.8,Madison,2020-4-22
18509,Alabama,Huntsville,4,23,2020,59.4,Madison,2020-4-23
18510,Alabama,Huntsville,4,24,2020,63.8,Madison,2020-4-24
18511,Alabama,Huntsville,4,25,2020,62.8,Madison,2020-4-25
18512,Alabama,Huntsville,4,26,2020,56.3,Madison,2020-4-26
18513,Alabama,Huntsville,4,27,2020,52.7,Madison,2020-4-27
18514,Alabama,Huntsville,4,28,2020,62.9,Madison,2020-4-28
18515,Alabama,Huntsville,4,29,2020,67.1,Madison,2020-4-29
18516,Alabama,Huntsville,4,30,2020,59.7,Madison,2020-4-30
18517,Alabama,Huntsville,5,1,2020,59.5,Madison,2020-5-1
18518,Alabama,Huntsville,5,2,2020,66.1,Madison,2020-5-2
18519,Alabama,Huntsville,5,3,2020,70.6,Madison,2020-5-3
18520,Alabama,Huntsville,5,4,2020,70.1,Madison,2020-5-4
18521,Alabama,Huntsville,5,5,2020,70.5,Madison,2020-5-5
18522,Alabama,Huntsville,5,6,2020,58.8,Madison,2020-5-6
18523,Alabama,Huntsville,5,7,2020,54.1,Madison,2020-5-7
18524,Alabama,Huntsville,5,8,2020,55.0,Madison,2020-5-8
18525,Alabama,Huntsville,5,9,2020,52.6,Madison,2020-5-9
18526,Alabama,Huntsville,5,10,2020,54.3,Madison,2020-5-10
18527,Alabama,Huntsville,5,11,2020,58.0,Madison,2020-5-11
18528,Alabama,Huntsville,5,12,2020,56.4,Madison,2020-5-12
18529,Alabama,Huntsville,5,13,2020,57.5,Madison,2020-5-13
27661,Alabama,Mobile,1,1,2020,45.8,Mobile,2020-1-1
27662,Alabama,Mobile,1,2,2020,62.3,Mobile,2020-1-2
27663,Alabama,Mobile,1,3,2020,66.3,Mobile,2020-1-3
27664,Alabama,Mobile,1,4,2020,57.8,Mobile,2020-1-4
27665,Alabama,Mobile,1,5,2020,46.2,Mobile,2020-1-5
27666,Alabama,Mobile,1,6,2020,52.0,Mobile,2020-1-6
27667,Alabama,Mobile,1,7,2020,54.8,Mobile,2020-1-7
27668,Alabama,Mobile,1,8,2020,46.2,Mobile,2020-1-8
27669,Alabama,Mobile,1,9,2020,51.0,Mobile,2020-1-9
27670,Alabama,Mobile,1,10,2020,65.2,Mobile,2020-1-10
27671,Alabama,Mobile,1,11,2020,68.7,Mobile,2020-1-11
27672,Alabama,Mobile,1,12,2020,57.3,Mobile,2020-1-12
27673,Alabama,Mobile,1,13,2020,62.8,Mobile,2020-1-13
27674,Alabama,Mobile,1,14,2020,68.0,Mobile,2020-1-14
27675,Alabama,Mobile,1,15,2020,65.6,Mobile,2020-1-15
27676,Alabama,Mobile,1,16,2020,65.9,Mobile,2020-1-16
27677,Alabama,Mobile,1,17,2020,58.8,Mobile,2020-1-17
27678,Alabama,Mobile,1,18,2020,62.9,Mobile,2020-1-18
27679,Alabama,Mobile,1,19,2020,55.7,Mobile,2020-1-19
27680,Alabama,Mobile,1,20,2020,40.0,Mobile,2020-1-20
27681,Alabama,Mobile,1,21,2020,34.8,Mobile,2020-1-21
27682,Alabama,Mobile,1,22,2020,36.1,Mobile,2020-1-22
27683,Alabama,Mobile,1,23,2020,47.8,Mobile,2020-1-23
27684,Alabama,Mobile,1,24,2020,54.6,Mobile,2020-1-24
27685,Alabama,Mobile,1,25,2020,46.4,Mobile,2020-1-25
27686,Alabama,Mobile,1,26,2020,46.9,Mobile,2020-1-26
27687,Alabama,Mobile,1,27,2020,50.3,Mobile,2020-1-27
27688,Alabama,Mobile,1,28,2020,42.0,Mobile,2020-1-28
27689,Alabama,Mobile,1,29,2020,49.6,Mobile,2020-1-29
27690,Alabama,Mobile,1,30,2020,49.3,Mobile,2020-1-30
27691,Alabama,Mobile,1,31,2020,52.3,Mobile,2020-1-31
27692,Alabama,Mobile,2,1,2020,50.6,Mobile,2020-2-1
27693,Alabama,Mobile,2,2,2020,47.2,Mobile,2020-2-2
27694,Alabama,Mobile,2,3,2020,56.6,Mobile,2020-2-3
27695,Alabama,Mobile,2,4,2020,63.9,Mobile,2020-2-4
27696,Alabama,Mobile,2,5,2020,65.9,Mobile,2020-2-5
27697,Alabama,Mobile,2,6,2020,64.0,Mobile,2020-2-6
27698,Alabama,Mobile,2,7,2020,43.5,Mobile,2020-2-7
27699,Alabama,Mobile,2,8,2020,50.5,Mobile,2020-2-8
27700,Alabama,Mobile,2,9,2020,56.0,Mobile,2020-2-9
27701,Alabama,Mobile,2,10,2020,65.4,Mobile,2020-2-10
27702,Alabama,Mobile,2,11,2020,70.0,Mobile,2020-2-11
27703,Alabama,Mobile,2,12,2020,67.6,Mobile,2020-2-12
27704,Alabama,Mobile,2,13,2020,64.6,Mobile,2020-2-13
27705,Alabama,Mobile,2,14,2020,48.4,Mobile,2020-2-14
27706,Alabama,Mobile,2,15,2020,48.0,Mobile,2020-2-15
27707,Alabama,Mobile,2,16,2020,51.1,Mobile,2020-2-16
27708,Alabama,Mobile,2,17,2020,57.2,Mobile,2020-2-17
27709,Alabama,Mobile,2,18,2020,67.4,Mobile,2020-2-18
27710,Alabama,Mobile,2,19,2020,67.0,Mobile,2020-2-19
27711,Alabama,Mobile,2,20,2020,55.5,Mobile,2020-2-20
27712,Alabama,Mobile,2,21,2020,44.9,Mobile,2020-2-21
27713,Alabama,Mobile,2,22,2020,42.8,Mobile,2020-2-22
27714,Alabama,Mobile,2,23,2020,48.8,Mobile,2020-2-23
27715,Alabama,Mobile,2,24,2020,60.1,Mobile,2020-2-24
27716,Alabama,Mobile,2,25,2020,63.3,Mobile,2020-2-25
27717,Alabama,Mobile,2,26,2020,53.4,Mobile,2020-2-26
27718,Alabama,Mobile,2,27,2020,43.5,Mobile,2020-2-27
27719,Alabama,Mobile,2,28,2020,43.8,Mobile,2020-2-28
27720,Alabama,Mobile,2,29,2020,50.9,Mobile,2020-2-29
27721,Alabama,Mobile,3,1,2020,53.6,Mobile,2020-3-1
27722,Alabama,Mobile,3,2,2020,64.7,Mobile,2020-3-2
27723,Alabama,Mobile,3,3,2020,69.3,Mobile,2020-3-3
27724,Alabama,Mobile,3,4,2020,66.4,Mobile,2020-3-4
27725,Alabama,Mobile,3,5,2020,56.2,Mobile,2020-3-5
27726,Alabama,Mobile,3,6,2020,56.5,Mobile,2020-3-6
27727,Alabama,Mobile,3,7,2020,52.0,Mobile,2020-3-7
27728,Alabama,Mobile,3,8,2020,54.7,Mobile,2020-3-8
27729,Alabama,Mobile,3,9,2020,59.6,Mobile,2020-3-9
27730,Alabama,Mobile,3,10,2020,62.8,Mobile,2020-3-10
27731,Alabama,Mobile,3,11,2020,66.6,Mobile,2020-3-11
27732,Alabama,Mobile,3,12,2020,67.2,Mobile,2020-3-12
27733,Alabama,Mobile,3,13,2020,69.0,Mobile,2020-3-13
27734,Alabama,Mobile,3,14,2020,70.2,Mobile,2020-3-14
27735,Alabama,Mobile,3,15,2020,68.5,Mobile,2020-3-15
27736,Alabama,Mobile,3,16,2020,67.4,Mobile,2020-3-16
27737,Alabama,Mobile,3,17,2020,67.0,Mobile,2020-3-17
27738,Alabama,Mobile,3,18,2020,69.2,Mobile,2020-3-18
27739,Alabama,Mobile,3,19,2020,73.5,Mobile,2020-3-19
27740,Alabama,Mobile,3,20,2020,73.8,Mobile,2020-3-20
27741,Alabama,Mobile,3,21,2020,69.2,Mobile,2020-3-21
27742,Alabama,Mobile,3,22,2020,64.2,Mobile,2020-3-22
27743,Alabama,Mobile,3,23,2020,72.2,Mobile,2020-3-23
27744,Alabama,Mobile,3,24,2020,72.8,Mobile,2020-3-24
27745,Alabama,Mobile,3,25,2020,75.1,Mobile,2020-3-25
27746,Alabama,Mobile,3,26,2020,73.6,Mobile,2020-3-26
27747,Alabama,Mobile,3,27,2020,73.1,Mobile,2020-3-27
27748,Alabama,Mobile,3,28,2020,75.1,Mobile,2020-3-28
27749,Alabama,Mobile,3,29,2020,77.0,Mobile,2020-3-29
27750,Alabama,Mobile,3,30,2020,71.2,Mobile,2020-3-30
27751,Alabama,Mobile,3,31,2020,71.3,Mobile,2020-3-31
27752,Alabama,Mobile,4,1,2020,58.5,Mobile,2020-4-1
27753,Alabama,Mobile,4,2,2020,60.9,Mobile,2020-4-2
27754,Alabama,Mobile,4,3,2020,65.4,Mobile,2020-4-3
27755,Alabama,Mobile,4,4,2020,64.8,Mobile,2020-4-4
27756,Alabama,Mobile,4,5,2020,68.3,Mobile,2020-4-5
27757,Alabama,Mobile,4,6,2020,68.3,Mobile,2020-4-6
27758,Alabama,Mobile,4,7,2020,69.1,Mobile,2020-4-7
27759,Alabama,Mobile,4,8,2020,76.3,Mobile,2020-4-8
27760,Alabama,Mobile,4,9,2020,77.2,Mobile,2020-4-9
27761,Alabama,Mobile,4,10,2020,67.4,Mobile,2020-4-10
27762,Alabama,Mobile,4,11,2020,59.1,Mobile,2020-4-11
27763,Alabama,Mobile,4,12,2020,71.2,Mobile,2020-4-12
27764,Alabama,Mobile,4,13,2020,74.5,Mobile,2020-4-13
27765,Alabama,Mobile,4,14,2020,62.5,Mobile,2020-4-14
27766,Alabama,Mobile,4,15,2020,58.6,Mobile,2020-4-15
27767,Alabama,Mobile,4,16,2020,59.2,Mobile,2020-4-16
27768,Alabama,Mobile,4,17,2020,62.5,Mobile,2020-4-17
27769,Alabama,Mobile,4,18,2020,71.7,Mobile,2020-4-18
27770,Alabama,Mobile,4,19,2020,73.2,Mobile,2020-4-19
27771,Alabama,Mobile,4,20,2020,68.2,Mobile,2020-4-20
27772,Alabama,Mobile,4,21,2020,66.5,Mobile,2020-4-21
